"id"	"geneNum"	"description"	"definition"	"gene"
"GO:0000388"	3	"spliceosome conformational change to release U4 (or U4atac) and U1 (or U11)"	"Rearrangement of the pre-catalytic spliceosome containing U4 (or U4atac) and U1 (or U11) snRNPs to unpair U4 (or U4atac) from U6 (or U6atac) and release it from the spliceosomal complex along with U1 (or U11)."	"YER172C,YGR075C,YKL173W"
"GO:0000389"	3	"mRNA 3'-splice site recognition"	"Recognition of the intron 3'-splice site by components of the assembling U2- or U12-type spliceosome."	"YDR364C,YHR165C,YJR050W"
"GO:0000390"	6	"spliceosomal complex disassembly"	"Disassembly of a spliceosomal complex with the ATP-dependent release of the product RNAs, one of which is composed of the joined exons. In cis splicing, the other product is the excised sequence, often a single intron, in a lariat structure."	"YER013W,YGL120C,YGL128C,YKR022C,YLR424W,YOR204W"
"GO:0000395"	6	"mRNA 5'-splice site recognition"	"Recognition of the intron 5'-splice site by components of the assembling spliceosome."	"YDL030W,YDR235W,YDR243C,YHR165C,YLR298C,YML046W"
"GO:0000398"	88	"mRNA splicing, via spliceosome"	"The joining together of exons from one or more primary transcripts of messenger RNA (mRNA) and the excision of intron sequences, via a spliceosomal mechanism, so that mRNA consisting only of the joined exons is produced."	"YAL032C,YBL026W,YBR055C,YBR065C,YBR119W,YBR152W,YBR237W,YCR020C-A,YCR063W,YDL030W,YDL084W,YDL098C,YDL209C,YDR163W,YDR235W,YDR240C,YDR243C,YDR364C,YDR378C,YDR416W,YDR432W,YDR473C,YDR482C,YEL026W,YER013W,YER029C,YER112W,YER146W,YFL017W-A,YFR005C,YGL174W,YGR006W,YGR013W,YGR074W,YGR091W,YGR093W,YGR129W,YGR278W,YHL024W,YHR086W,YHR165C,YIL061C,YIR005W,YIR009W,YJL203W,YJR022W,YJR084W,YKL012W,YKL095W,YKL149C,YKL173W,YKR086W,YLL036C,YLR016C,YLR116W,YLR117C,YLR298C,YLR323C,YLR438C-A,YML029W,YML049C,YMR125W,YMR213W,YMR240C,YMR288W,YNL138W-A,YNL147W,YNL187W,YNL224C,YNL245C,YNL286W,YNR032C-A,YOR048C,YOR148C,YOR159C,YOR308C,YOR319W,YPL151C,YPL178W,YPL184C,YPL213W,YPR045C,YPR082C,YPR094W,YPR101W,YPR152C,YPR178W,YPR182W"
"GO:0000411"	4	"positive regulation of transcription by galactose"	"Any process involving galactose that activates or increases the rate of transcription."	"YBR020W,YCR081W,YNL025C,YNL098C"
"GO:0000413"	10	"protein peptidyl-prolyl isomerization"	"The modification of a protein by cis-trans isomerization of a proline residue."	"YCR069W,YDR155C,YDR304C,YDR519W,YHR057C,YJR032W,YLR216C,YML078W,YNL135C,YNR028W"
"GO:0000422"	37	"autophagy of mitochondrion"	"The autophagic process in which mitochondria are delivered to a type of vacuole and degraded in response to changing cellular conditions."	"YAL008W,YBL078C,YBL103C,YBR217W,YCR079W,YDL113C,YDL149W,YDR022C,YFR021W,YFR028C,YGL180W,YGR049W,YGR223C,YHR171W,YIL065C,YIL146C,YIL165C,YJL036W,YKR042W,YLL007C,YLL042C,YLR305C,YLR356W,YLR422W,YLR423C,YMR159C,YNL223W,YNL242W,YNR007C,YOR019W,YOR043W,YPL100W,YPL149W,YPL166W,YPL250C,YPR049C,YPR185W"
"GO:0000423"	5	"mitophagy"	"The selective autophagy process in which a mitochondrion is degraded by macroautophagy."	"YBL017C,YER083C,YGL020C,YJL185C,YPR185W"
"GO:0000425"	1	"pexophagy"	"The selective autophagy process in which a peroxisome is degraded by macroautophagy."	"YBL017C"
"GO:0000429"	1	"carbon catabolite regulation of transcription from RNA polymerase II promoter"	"A transcription regulation process in which the presence of one carbon source leads to the modulation of the frequency, rate, or extent of transcription, from an RNA polymerase II promoter, of specific genes involved in the metabolism of other carbon sources."	"YIL154C"
"GO:0000430"	1	"regulation of transcription from RNA polymerase II promoter by glucose"	"Any process involving glucose that modulates the frequency, rate or extent of transcription from an RNA polymerase II promoter."	"YER028C"
"GO:0000432"	1	"positive regulation of transcription from RNA polymerase II promoter by glucose"	"Any process involving glucose that activates or increases the rate of transcription from an RNA polymerase II promoter."	"YDR169C"
"GO:0000433"	11	"carbon catabolite repression of transcription from RNA polymerase II promoter by glucose"	"A transcription regulation process in which the presence of glucose leads to a decrease in the frequency, rate, or extent of transcription of specific RNA polymerase II-transcribed genes involved in the metabolism of other carbon sources. Carbon catabolite repression is a mechanism of genetic regulation which the accumulation of catabolites of one substance in the cell represses the formation of enzymes that contribute to the catabolism of other substances."	"YBR066C,YCR084C,YDR043C,YER028C,YGL035C,YGL209W,YGR116W,YJR102C,YLR417W,YPL002C,YPL075W"
"GO:0000435"	4	"positive regulation of transcription from RNA polymerase II promoter by galactose"	"Any process involving galactose that activates or increases the rate of transcription from an RNA polymerase II promoter."	"YDR009W,YDR443C,YPL042C,YPL248C"
"GO:0000436"	9	"carbon catabolite activation of transcription from RNA polymerase II promoter"	"Any process involving carbon catabolites that activates or increases the frequency, rate or extent of transcription from an RNA polymerase II promoter."	"YBL021C,YBR289W,YGL237C,YJL176C,YKL109W,YLR256W,YOR358W,YPL016W,YPL230W"
"GO:0000447"	43	"endonucleolytic cleavage in ITS1 to separate SSU-rRNA from 5.8S rRNA and LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)"	"Endonucleolytic cleavage between the SSU-rRNA and the 5.8S rRNA of an rRNA molecule originally produced as a tricistronic rRNA transcript that contained the Small SubUnit (SSU) rRNA, the 5.8S rRNA, and the Large SubUnit (LSU) rRNA, in that order, from 5' to 3' along the primary transcript."	"YBL004W,YBR247C,YCL059C,YCR047C,YCR057C,YDL148C,YDL153C,YDR339C,YDR449C,YDR450W,YDR457W,YER082C,YFR001W,YGL171W,YGR214W,YGR251W,YHR169W,YJL010C,YJL069C,YJL109C,YJL136C,YJR002W,YKL099C,YKR057W,YLR048W,YLR051C,YLR129W,YLR186W,YLR222C,YML026C,YML093W,YMR229C,YNL308C,YNR054C,YOL010W,YOR004W,YOR078W,YOR145C,YOR294W,YOR310C,YPR112C,YPR137W,YPR144C"
"GO:0000448"	9	"cleavage in ITS2 between 5.8S rRNA and LSU-rRNA of tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)"	"Endonucleolytic cleavage within ITS2 between the 5.8S rRNA and the LSU-rRNA of an rRNA molecule originally produced as a tricistronic rRNA transcript that contained the Small SubUnit (SSU) rRNA, the 5.8S rRNA, and the Large SubUnit (LSU) rRNA, in that order, from 5' to 3' along the primary transcript."	"YDR457W,YDR500C,YGL246C,YJL177W,YKL180W,YKR063C,YLL035W,YLR185W,YOR048C"
"GO:0000451"	1	"rRNA 2'-O-methylation"	"The addition of a methyl group to the 2'-oxygen atom of a nucleotide residue in an rRNA molecule during ribosome biogenesis."	"YCL054W"
"GO:0000454"	1	"snoRNA guided rRNA pseudouridine synthesis"	"The intramolecular conversion of uridine to pseudouridine in an rRNA molecule during ribosome biogenesis using a snoRNA guide that targets the position of pseudouridylation."	"YHR089C"
"GO:0000455"	6	"enzyme-directed rRNA pseudouridine synthesis"	"The intramolecular conversion of uridine to pseudouridine during ribosome biogenesis where the enzyme specifies the site that becomes pseudouridylated without using a guide RNA."	"YDL036C,YGR169C,YLR165C,YOL066C,YOR006C,YOR243C"
"GO:0000460"	8	"maturation of 5.8S rRNA"	"Any process involved in the maturation of a precursor 5.8S ribosomal RNA (rRNA) molecule into a mature 5.8S rRNA molecule."	"YAL025C,YER126C,YHR081W,YHR088W,YJL050W,YKR063C,YPR016C,YPR143W"
"GO:0000461"	5	"endonucleolytic cleavage to generate mature 3'-end of SSU-rRNA from (SSU-rRNA, 5.8S rRNA, LSU-rRNA)"	"Endonucleolytic cleavage at the 3'-end of the SSU-rRNA from an originally tricistronic rRNA transcript that contained the Small Subunit (SSU) rRNA, the 5.8S rRNA, and the Large Subunit (LSU) rRNA in that order from 5' to 3' along the primary transcript, to produce the mature end of the SSU-rRNA."	"YDL060W,YGR214W,YJL136C,YKR057W,YLR048W"
"GO:0000462"	68	"maturation of SSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)"	"Any process involved in the maturation of a precursor Small SubUnit (SSU) ribosomal RNA (rRNA) molecule into a mature SSU-rRNA molecule from the pre-rRNA molecule originally produced as a tricistronic rRNA transcript that contains the Small Subunit (SSU) rRNA, 5.8S rRNA, and the Large Subunit (LSU) in that order from 5' to 3' along the primary transcript."	"YAL035W,YBL072C,YBR048W,YBR181C,YBR189W,YCR031C,YCR057C,YDL060W,YDL083C,YDL148C,YDL153C,YDL166C,YDR021W,YDR025W,YDR064W,YDR299W,YDR324C,YDR398W,YDR449C,YEL026W,YER074W,YER082C,YER102W,YER127W,YGL120C,YGR081C,YGR103W,YGR118W,YGR128C,YGR145W,YGR251W,YGR271C-A,YHL015W,YHR021C,YHR065C,YHR196W,YIL019W,YIL069C,YIL091C,YJL109C,YJL191W,YKL078W,YKL156W,YLL011W,YLR068W,YLR129W,YLR192C,YLR222C,YLR435W,YLR441C,YML063W,YMR093W,YMR128W,YMR143W,YMR290C,YNL207W,YOR004W,YOR056C,YOR078W,YOR119C,YOR287C,YPL012W,YPL081W,YPL090C,YPL126W,YPL217C,YPL266W,YPR132W"
"GO:0000463"	40	"maturation of LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)"	"Any process involved in the maturation of a precursor Large SubUnit (LSU) ribosomal RNA (rRNA) molecule into a mature LSU-rRNA molecule from the pre-rRNA molecule originally produced as a tricistronic rRNA transcript that contains the Small Subunit (SSU) rRNA, 5.8S rRNA, and Large Subunit (LSU) in that order from 5' to 3' along the primary transcript."	"YAL025C,YBR142W,YCL054W,YDL031W,YDL136W,YDL191W,YER006W,YER131W,YGL064C,YGL076C,YGL120C,YGL189C,YGL246C,YGR103W,YHR040W,YHR066W,YHR085W,YHR088W,YJR055W,YKL014C,YKL021C,YKR024C,YKR081C,YLR276C,YLR435W,YMR049C,YMR290C,YNL002C,YNL061W,YNL110C,YNR038W,YOL041C,YOL144W,YOR272W,YPL043W,YPL146C,YPL198W,YPL211W,YPR016C,YPR143W"
"GO:0000464"	3	"endonucleolytic cleavage in ITS1 upstream of 5.8S rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)"	"Endonucleolytic cleavage within Internal Transcribed Spacer 1 (ITS1) upstream of the 5.8S rRNA derived from an originally tricistronic rRNA transcript that contained the Small Subunit (SSU) rRNA, the 5.8S rRNA, and the Large Subunit (LSU) rRNA in that order from 5' to 3' along the primary transcript. In S. cerevisiae, this endonucleolytic cleavage within ITS1 initiates the maturation of the LSU and the 5.8S rRNAs."	"YGL078C,YMR229C,YOL077C"
"GO:0000465"	2	"exonucleolytic trimming to generate mature 5'-end of 5.8S rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)"	"Exonucleolytic digestion of a pre-rRNA molecule to generate the mature 5'-end of a 5.8S rRNA molecule derived from an originally tricistronic pre-rRNA transcript that contained the Small Subunit (SSU) rRNA, the 5.8S rRNA, and the Large Subunit (LSU) rRNA in that order from 5' to 3' along the primary transcript."	"YNL002C,YOL077C"
"GO:0000466"	18	"maturation of 5.8S rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)"	"Any process involved in the maturation of an rRNA molecule originally produced as part of a tricistronic rRNA transcript that contained the Small SubUnit (SSU) rRNA, the 5.8S rRNA, and the Large SubUnit (LSU) rRNA, in that order, from 5' to 3' along the primary transcript."	"YAL025C,YBR142W,YCL054W,YDL031W,YER126C,YGL120C,YGL246C,YGR103W,YHR088W,YKL014C,YKL021C,YKR081C,YLR145W,YMR049C,YNR038W,YOR272W,YPR016C,YPR143W"
"GO:0000467"	18	"exonucleolytic trimming to generate mature 3'-end of 5.8S rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)"	"Exonucleolytic digestion of a pre-rRNA molecule to generate the mature 3'-end of a 5.8S rRNA molecule derived from an originally tricistronic pre-rRNA transcript that contained the Small Subunit (SSU) rRNA, the 5.8S rRNA, and the Large Subunit (LSU) rRNA in that order from 5' to 3' along the primary transcript."	"YCR035C,YDL111C,YDR280W,YGR095C,YGR158C,YGR195W,YGR276C,YHR069C,YHR081W,YJL050W,YLR059C,YLR107W,YLR293C,YNL232W,YNR024W,YOL021C,YOL142W,YOR001W"
"GO:0000470"	23	"maturation of LSU-rRNA"	"Any process involved in the maturation of a precursor Large SubUnit (LSU) ribosomal RNA (rRNA) molecule into a mature LSU-rRNA molecule."	"YAL025C,YDL208W,YEL026W,YER126C,YFL002C,YGL076C,YGL135W,YHL025W,YHL033C,YHR052W,YHR088W,YIL133C,YKR060W,YKR063C,YKR081C,YLL045C,YNL061W,YNL069C,YNR046W,YPL198W,YPL220W,YPR016C,YPR143W"
"GO:0000472"	34	"endonucleolytic cleavage to generate mature 5'-end of SSU-rRNA from (SSU-rRNA, 5.8S rRNA, LSU-rRNA)"	"Endonucleolytic cleavage between the 5'-External Transcribed Spacer (5'-ETS) and the 5' end of the SSU-rRNA of a tricistronic rRNA transcript that contains the Small Subunit (SSU) rRNA, the 5.8S rRNA, and the Large Subunit (LSU) rRNA in that order from 5' to 3' along the primary transcript, to produce the mature end of the SSU-rRNA."	"YBL004W,YCR057C,YDL148C,YDL153C,YDR339C,YDR449C,YDR457W,YER082C,YFL009W,YFR001W,YGL171W,YGR251W,YHR169W,YJL010C,YJL069C,YJL109C,YJR002W,YKL099C,YLR051C,YLR129W,YLR186W,YLR222C,YML093W,YMR229C,YNR054C,YOL010W,YOR004W,YOR078W,YOR145C,YOR310C,YPL217C,YPR112C,YPR137W,YPR144C"
"GO:0000477"	1	"generation of mature 5'-end of LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)"	"Cleavage within ITS2 to generate the mature 5'-end of an LSU-rRNA derived from a tricistronic rRNA transcript that contained the Small SubUnit (SSU) rRNA, the 5.8S rRNA, and the Large SubUnit (LSU) rRNA, in that order, from 5' to 3' along the primary transcript."	"YDR412W"
"GO:0000479"	4	"endonucleolytic cleavage of tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)"	"Endonucleolytic cleavage of a pre-rRNA molecule originally produced as a tricistronic rRNA transcript that contains the Small SubUnit (SSU) rRNA, the 5.8S rRNA, and the Large SubUnit (LSU) rRNA, in that order, from 5' to 3' along the primary transcript. Primary ribosomal RNA transcripts with three genes, in this order, are produced in the nuclei of many eukaryotic species, including S. cerevisiae."	"YDL060W,YHR021C,YOL010W,YPL217C"
"GO:0000480"	32	"endonucleolytic cleavage in 5'-ETS of tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)"	"Endonucleolytic cleavage within the 5'-External Transcribed Spacer (ETS) of a tricistronic rRNA transcript that contains the Small Subunit (SSU) rRNA, the 5.8S rRNA, and the Large Subunit (LSU) rRNA in that order from 5' to 3' along the primary transcript. Endonucleolytic cleavage within the 5'-ETS of the pre-RNA is conserved as one of the early steps of rRNA processing in all eukaryotes, but the specific position of cleavage is variable."	"YBL004W,YCR057C,YDL148C,YDL153C,YDR339C,YDR449C,YDR457W,YER082C,YFL009W,YFR001W,YGL171W,YGR251W,YHR169W,YJL010C,YJL069C,YJL109C,YJR002W,YKL099C,YLR051C,YLR129W,YLR186W,YLR222C,YML093W,YMR229C,YNR054C,YOL010W,YOR004W,YOR310C,YPL217C,YPR112C,YPR137W,YPR144C"
"GO:0000481"	1	"maturation of 5S rRNA"	"Any process involved in the maturation of a precursor 5S ribosomal RNA (rRNA) molecule into a mature 5S rRNA molecule."	"YOR308C"
"GO:0000492"	9	"box C/D snoRNP assembly"	"The aggregation, arrangement and bonding together of proteins and a box C/D snoRNA to form a box C/D small nucleolar ribonucleoprotein (snoRNP) complex."	"YCR060W,YDR190C,YHR034C,YHR040W,YJR055W,YMR186W,YPL193W,YPL235W,YPL240C"
"GO:0000493"	2	"box H/ACA snoRNP assembly"	"The aggregation, arrangement and bonding together of proteins and a box H/ACA snoRNA to form a box H/ACA small nucleolar ribonucleoprotein (snoRNP) complex."	"YIL104C,YNL124W"
"GO:0000494"	3	"box C/D RNA 3'-end processing"	"Any process involved in forming the mature 3' end of a box C/D RNA molecule."	"YDL014W,YGR280C,YMR265C"
"GO:0000495"	1	"box H/ACA RNA 3'-end processing"	"Any process involved in forming the mature 3' end of a box H/ACA RNA molecule."	"YLR175W"
"GO:0000706"	6	"meiotic DNA double-strand break processing"	"The cell cycle process in which the 5' to 3' exonucleolytic resection of the DNA at the site of the break to form a 3' single-strand DNA overhang occurs. This takes place during meiosis."	"YBR160W,YGL175C,YHL022C,YHR164C,YMR190C,YOR033C"
